标题,发布时间,内容,浏览量,来源列表页,链接
抓住新机遇 合作创未来︱学校创办人、三庆实业集团董事长吴立春在2023中阿企业家峰会发表主旨演讲, 发布时间: 2023-05-20,"
2023
中阿企业家峰会开幕式
18
日在迪拜举行。
200
余名来自中阿政商各界的代表齐聚一堂，围绕“抓住新机遇，合作创未来”的主题进行交流，分享对把握新机遇、开创中阿合作发展新时代的思考。山东工程职业技术大学创办人、三庆实业集团董事长吴立春受邀参会并发表主旨演讲。





据了解，峰会历时
7
天，先后在阿联酋的迪拜、阿布扎比和沙特利雅得举办主论坛、行业圆桌会、省市推介及交流会、对话、答疑会、企业拜访及文化调研等系列活动，致力于打造中阿企业间交流合作、共谋共赢发展平台，分享如何把握新机遇，开启新时代合作新征程、新赛道的真知灼见和战略思考，开创中阿合作发展新时代。





中国驻阿联酋大使张益明阁下





外交部大使、中国前驻埃及和英国大使刘晓明阁下





阿联酋经济部监测与跟进副部长助理H.E. Abdullah Sultan Alfan Alshamsi先生






围绕“中阿科技创新合作新机遇”主题，中国侨商联合会常务副会长、山东宝雅新能源汽车股份有限公司名誉董事长、山东工程职业技术大学创办人吴立春先生，分享了山东工程职业技术大学和宝雅新能源汽车在各自领域中取得的成就。他强调了数字化时代下创新精神和可持续性战略的重要性，提出了有关人力资源培训和新能源汽车方面如何寻找结合点等方面的建议。此次演讲不仅使与会者对于三庆实业集团和山东工程职业技术大学有了更深入的认识，也为三庆实业集团和山东工程职业技术大学的未来发展赢得更多信任与支持。







信源︱党政办公室


图片︱凤凰新闻

编发︱
刘太山



",,149,https://www.suet.edu.cn/info/1026/1257.htm
首届全国汽车维修案例大赛 张营获奖, 发布时间: 2023-03-20,"


传播汽车文化，讲好汽修故事。近日，由全国汽车维修行业协会举办的“首届全国汽车维修案例大赛”第一季落下帷幕。交通学院张营老师报送的“插头进水导致仪表不收点火开关控制”典型故障案例荣获二等奖。





心心在一艺，其艺必工；心心在一职，其职必举。本次大赛参赛选手覆盖全国多个省份，共收到大赛案例作品千余个。大赛打破时间、地点、场地限制，以短视频的方式加以呈现。通过赛事选拔，力争推选出一批争当先进、辛勤劳动、诚实守信、技艺高超的中国汽车维修技师代表，大力弘扬劳模精神、劳动精神、工匠精神，用技能托举职教梦想，以匠心开创美好未来。










供稿︱宋志强

编发︱刘太山


",,144,https://www.suet.edu.cn/info/1026/1313.htm
我校召开2023年全面从严治党暨纪检监察工作会议, 发布时间: 2023-03-09,"
3
月
9
日上午，我校在卓越楼
5
楼会议室召开从严治党暨纪检监察工作会议。校纪委委员、各党总支纪检委员参加会议，副校长粘洪青主持会议。






会议传达学习了二十届中央纪委二次全会和十二届省纪委二次全会精神；通报了学校
2022
年纪检监察工作情况和
2023
年工作要点。粘洪青强调，过去一年，在校党委领导下，纪委严格落实管党治党责任，综合发挥各类监督作用，推动全面从严治党工作取得新成效，为支持学校教育事业发展提供了坚强的政治保证。
2023
年是学校全面贯彻落实党的二十大精神的开局之年，也是学校职业本科办学质量改进提升整改的评估验收年，纪检监察工作要继续围绕立德树人根本任务，持续加强政治监督，扎实做好全面从严治党、党风廉政建设和反腐败工作，发挥好监督保障作用，为建设高水平职业技术大学提供坚强纪律保障。粘洪青对新学期纪检监察工作提出三点要求：


一是深入学习贯彻习近平总书记重要讲话和中央纪委、省纪委全会精神，落实好学校全面从严治党暨纪检监察工作会议部署要求，坚持把全面从严治党作为长期战略、永恒课题，始终保持全面从严治党永远在路上、党的自我革命永远在路上的坚定执着，以严的基调、严的措施、严的氛围持之以恒正风肃纪，一体推进“三不腐”。


二是落实全面从严治党的主体责任和第一责任人责任，各级领导干部尤其是主要负责人一定要认真履行从严治党第一责任人职责，做到亲自抓、负总责，带头查找岗位廉政风险点，带头落实防控责任，带头做出廉政承诺。


三是加强学生纪检监察队伍建设，规范管理，定期召开纪检监察员会议，第一时间发现问题、解决问题，有效预防腐败现象和损害师生利益的行为发生，为学校的教育教学创造清正廉洁的校园环境。







撰稿︱张 娜

编发︱刘太山


",,143,https://www.suet.edu.cn/info/1026/1317.htm
王霞荣获“山东省技术能手”称号, 发布时间: 2023-03-10,"

近日，山东省人力资源和社会保障厅下发《山东省人力资源和社会保障厅关于公布
2022
年度“山东省技术能手”名单的通知》（鲁人社字〔
2023
〕
14
号），我校交通学院王霞老师荣获
2022
年度“山东省技术能手”称号。












王霞，中共党员，交通学院院长、教授。山东省高等学校新能源汽车制造与服务新技术研发中心负责人，主持山东省职业教育教学改革研究项目重点项目
1
项，山东省高等学校科技计划项目
2
项，重点参与完成山东省科学技术厅重点科技计划项目
1
项。山东省高校黄大年式教师团队核心成员，山东省新能源汽车工程技术创新教学团队核心成员，济南市职业体验试点培育项目汽车体验中心负责人，济南市现代学徒制试点培育项目负责人。荣获山东省“技能兴鲁”职业技能大赛——“北汽杯”新能源汽车营销技能竞赛（职工组）一等奖（第
1
名）
1
项、山东省高等学校科学技术奖三等奖
1
项、山东省高等学校微课教学比赛三等奖
1
项。参与主编教材
4
部，获发明专利
1
项、实用新型专利
12
项，发表学术论文
6
篇，指导学生参加全国大学生智能汽车竞赛、山东省职业院校技能大赛等赛项，获得国家级一等奖等奖项
7
项。同时担任山东汽车工程学会专家委员会委员，主持、参与企业技术服务
10
余项。











稿源
︱交通学院


编发︱刘太山


",,143,https://www.suet.edu.cn/info/1026/1316.htm
我校荣获“责任耀齐鲁•2022山东企业（单位）社会责任榜”最具影响力单位奖项, 发布时间: 2023-03-10,"
3
月
9
日，齐鲁晚报·齐鲁壹点“蝶变
2023
——齐鲁晚报·齐鲁壹点年度盛典”在大众传媒大厦举行。同时“责任耀齐鲁·
2022
山东企业（单位）社会责任榜”活动榜单发布，山东工程职业技术大学荣获“责任耀齐鲁·
2022
山东社会责任榜”最具影响力单位
奖项
。





责任耀齐鲁
·
山东企业（单位）社会责任榜是齐鲁晚报
·
齐鲁壹点联合省内行业协会、学术机构，围绕企业、政务、教育、健康、消费等领域，推出的企业社会责任评选活动。自
2022
年
11
月启动以来，前后共有
300
余家企业（单位）报名参与，得到了企业（单位）和用户的广泛关注。经过单位自荐、公众推荐、资格审查等环节，活动组委会确定候选企业（单位）名单，再经过媒体实地采访调研、公众点赞、专家评审等环节，最终出炉了“责任耀齐鲁
·2022
山东企业（单位）社会责任榜”名单。













撰稿︱王玉珠


编发︱刘太山


",,143,https://www.suet.edu.cn/info/1026/1315.htm
学校召开2023年安全工作会议, 发布时间: 2023-03-16,"
3
月
16
日上午，学校在卓越楼五楼第一会议室召开
2023
年安全工作会议。党委书记孔祥云出席会议并讲话，副校长韩业文，各部门、各单位负责人参加会议。会议由韩业文主持。





安全保卫处处长徐永帅传达了全省教育系统安全稳定工作会议精神和学校有关安全稳定工作要求。





韩业文副校长对学校
2023
年安全工作进行部署安排，提出四点要求：一是要从全局高度充分认识到学校安全稳定工作的重要性，严格落实安全工作一岗双责，让工作真正落到实处；二是要落实隐患排查，推进问题整改。严格安全准入，强化源头管控，不放过任何一个环节、任何一个细节，防范遏制校园各类安全事故发生；三是要加强安全教育和演练，提高安全防范意识和逃生急救能力；四是要提升管理理念，注重工作方法，不断健全和完善学校安全风险防控体系，加大综合治理力度，筑牢校园安全防线。





党委书记孔祥云强调指出：各部门、各单位要高度重视、提升站位，切实增强做好学校安全稳定工作的责任感、使命感、紧迫感。坚持底线思维，树牢政治安全意识，坚持警钟长鸣，增强安全忧患意识，各部门、各单位要不推不躲，主动协调，加强沟通，营造一个部门联动、人人参与、齐抓共管、发挥合力的安全稳定工作新格局；要突出重点、把握关键，坚决守稳守牢安全线、生命线、警戒线。学校安全稳定工作是全方位、多角度、全天候的，也是繁重、复杂和充满挑战性的，要坚持“预防为主”，把预防工作和安全隐患排查整改常态化、制度化，确保安全隐患“处置在小、处置在早”；夯实责任、健全机制，严格落实安全工作责任追究和一票否决制，夯实校园安全稳定基础，确保全年安全稳定工作任务部署好、推进好、落实好。















文案︱刘淑平

图片︱程祚栋

编发︱刘太山


",,143,https://www.suet.edu.cn/info/1026/1314.htm
【点亮这盏灯】纸间情缘：我与《山东工程职业技术大学报》征文启事, 发布时间: 2023-03-21,"

《
山东工程职业技术大学报
》自创刊以来，始终与时代同行，与师生同心，用一篇篇鲜活的文字，一张张精彩的图片，一个个生动的镜头，讲好职业教育故事，奏响团结奋进强音。一路走来，采撷精彩片段，记录学校进步，抒发对学校事业发展的情感与期望，成为学校品牌形象的塑造者和传播者。





打开学习之门，有幸相遇相知，打开这张报纸便走进了开卷有益的行列，踏上了积极向上的阶梯。那些曾经，点燃你我梦想，见证一路成长的字里行间，或许就留有你真挚的汗水、辛勤的足迹。即日起，《
山东工程职业技术大学报
》诚邀全校广大师生员工、家长、校友、三方服务人员把你与《
山东工程职业技术大学报
》的缘分之旅、美好瞬间倾注于笔端、聚焦于镜头、凝练于作品，亦或是对于报纸发展的真知灼见、建议意见，《
山东工程职业技术大学报
》带给你的得与失记录下来，发给我们学习分享。





一直，给予我们营养，每每，成长路上的良师益友。有你参与的时光，真好！让我们共同点亮校园新闻宣传这盏灯。





征文体裁不限，题材不限，字数不限，题目自拟。署名作者、所属单位、联系方式。征文邮箱：
sdgctxy@163.com
。





",,144,https://www.suet.edu.cn/info/1026/1312.htm
【新春气象】“开学季”︱开班首日，4名委员说践悟, 发布时间: 2023-03-21,"

十三届山东省政协委员学习培训班“委员
践悟
”特别报道



showVsbVideo(""/__local/7/26/D7/8CAFD818B8A187FD75AE78E8EBD_887C1FC0_C5DB45.mp4?e=.mp4"",""height=\""280\"""",""width=\""420\"""","""",""float: none"",""false"");
",,144,https://www.suet.edu.cn/info/1026/1311.htm
我来服务 请您监督︱图书馆开通服务监督电话啦！, 发布时间: 2023-03-21,"
服务广大师生，共筑美好校园。这个号码
19153136608
，请您记住！有问题，直接拨打
，
图书馆老师将竭诚为您服务！





图书馆服务监督
电话开通啦！如果您一直以来关心我校图书馆的发展，如果您还对图书馆的服务有哪些建议和诉求，如果您发现图书馆内有哪些不文明现象或行为……欢迎您拨打图书馆服务监督电话，图书馆老师将以优良作风推动工作落实，共同推进我校图书馆工作健康蓬勃发展。









撰稿︱王红珍


编发︱刘太山


",,144,https://www.suet.edu.cn/info/1026/1310.htm
我校召开学生纪检监察员聘任暨工作任务部署会议, 发布时间: 2023-03-23,"

为增强学生纪检监察员工作热情，提高纪检监察工作专业化、规范化水平，
3
月
23
日下午，我校在卓越楼党员活动室召开学生纪检监察员聘任暨工作任务部署会议。学校副校长粘洪青、纪委办公室主任张娜、各党总支纪检委员、学生纪检监察员参加会议。纪委办公室主任张娜主持会议。






会议首先为受聘的学生纪检监察员颁发聘书。一纸聘书即是一份责任，作为学校第一届纪检监察员，他们将勇担重任，充分发挥学校与学生联系的桥梁纽带作用，围绕学校工作部署行使监督权，开创纪检监察工作新局面。纪委办公室主任张娜就近期工作安排做部署，特别是对每月开展的纪检监察信息反馈工作加以强调，要求纪检监察员依照督查工作要求做好信息反馈，认真履行监督职能，创新方式方法，及时发现、反映苗头性、倾向性问题，强化执纪职责，促进责任落实。






副校长粘洪青着重强调了廉洁文化建设工作。他指出，廉洁文化建设工作是一项具有战略意义的长期性工作，是省委教育工委今年部署的重要工作，也是学校今年的一项重点工作。为创建清廉、高效、平安、和谐的育人环境，学校制定了《
2023
年学校廉政文化建设行动方案》，要通过开展一系列的专题教育活动、主题教育活动和主题实践活动来充实工作内容。各党总支要按照工作方案总体安排和要求，坚持党建引领、问题导向、补齐短板，抓出特色，充分调动广大师生积极性，组织开展廉洁教育活动，促进廉洁教育工作制度化、规范化、经常化，形成廉洁文化建设工作长效机制。






会议要求，各党总支要高度重视纪检监察工作，切实加强对学生纪检监察员工作指导，为学生纪检监察工作创造有利条件。扬廉洁之风，建和谐校园。同学们要提高政治站位，做廉洁校园的参与者和践行者，让廉洁成为大学校园文化生活的新常态。








撰稿︱张 娜


编发︱刘太山


",,144,https://www.suet.edu.cn/info/1026/1306.htm
面对面 心贴心 商学院“院长面对面”座谈活动获好评, 发布时间: 2023-03-24,"
为更好了解学生诉求，提供针对性服务，
3
月
21
日，商学院在诚基楼党员活动室开展“院长面对面”座谈会。院长刘杰、副院长王燕、辅导员王威、
20
营销本科班
13
名学生代表参会，加强沟通交流，凝心聚力共谋学院发展。






刘杰针对各班收集的近期同学们反馈的问题逐一答复，尤其对于学风建设、专业学习、就业前景、未来规划和发展做出解答，增进师生交流，更好地规划未来发展方向。“当你真正投入学习的时候，是体会不到压力的”，王燕为同学们提出了缓解压力的几种方法，寄语同学们保持持之以恒的学习状态，勤于思考、努力学习，成为国家栋梁之材。





倾听学生心声，回应学生关切，以解决实际问题为出发点，不断增强同学们对学院的认同感和归属感。“院长面对面”
提供了学院领导与同学之间平等交流的机会平台，引导同学们坚定理想信念，汇聚奋进力量，做青春追梦者，
有力促进了学院学风建设，推动学院育人管理水平再上一个新台阶。











撰稿︱李 敏


编发︱刘太山


",,144,https://www.suet.edu.cn/info/1026/1305.htm
【考研学子风采展（四）】人工智能学院学子：“执行力起着决定性作用”, 发布时间: 2023-05-22,"
晋硕硕：“选择大于努力，但不努力，再好的选择也白费”










班级：人工智能学院物联网工程
1
班

录取院校：安徽科技大学


感悟心得

总结一年的备考带给我的经验教训，想给学弟学妹两点建议：首先，学习最重要的是坚持。万事贵在坚持，考研是个持久战，面对枯燥的学习内容，一定要坚持不懈并且找途径去缓解学习过程当中的压力。其次，选择大于努力。在报考之前一定要对自己要选择的专业和院校做好充分了解，例如报录比，一志愿考生来源等。是的，选择大于努力，但不努力，再好的选择也白费。



宋春燕：“执行力起着决定性作用”









班级：人工智能学院物联网工程
1
班

录取院校：吉林财经大学

感悟心得

任何事情都不是一朝一夕就能完成的，要做好持久战的准备，提醒大家不要打疲劳战，拥有良好的作息，精神饱满的学习状态。一定不要好高骛远，眼高手低，选择与自身能力相匹配的学校很重要。执行力起着决定性作用，敢于做别人做不了的，才能收获别人收获不到的。执行力强的人，每做一件事情都是自发的，特别注重细节，学习起来特别投入，坚定不移，让每一份投入都能结出甘甜的果实。



武晓萌

“脚踏实地，贵在坚持”









班级：人工智能学院软件工程
1
班

录取院校：沈阳农业大学

感悟心得

考研之路贵在坚持。认真对待每一天，不辜负自己，每一天的坚持都是对自己付出最大的回报。在考研期间遇到自己始料未及的情况时
(
例如目标院校停止招生，招生人数有所变动，专业课换书等
)
，需要及时调整心态，根据院校信息更新计划，减少情绪化对自己学习进度的影响。“静”“韧”“稳”是我在考研路上体会到的十分深刻的学习品格状态。一步一脚印，脚踏实地方能如愿。愿学弟学妹不负韶华，未来的路全力以赴，苦尽甘来的那一天，山河星月皆是贺礼。




欧璇璇：“选择考研，就是选择了一种生活方式”






班级：人工智能学院软件工程
2
班

录取院校：烟台大学

感悟心得

选择考研就意味着选择一种学习成长的生活方式，长伴你的是孤独和充实；选择考研意味着参加一场体力智力大拼杀的长久战，等待你的身心投入与快乐；选择考研意味着鼓舞起破釜沉舟般的士气，踏上一条不同寻常的成长之路。从自己考研经受来看，阅历也好，教训也好，可以归结为六个字：“坚持就是成功。”考研战线拉得比较长，最重要的就是要坚持到底。大学的时光像流星一样稍纵即逝，愿学弟学妹能做那执着一念的、执着追求的流星，在短暂的一瞬，给人们留下永恒的光明。


蔡立林

“将理论与实践相结合”









班级：人工智能学院软件工程
3
班

录取院校：齐鲁工业大学

感悟心得

将理论知识与实际应用结合，提升了我们的综合素质，在考研中让我们更胜一筹。一个又一个日夜奋战，一次又一次咬牙坚持，从酷暑到严寒，从白天到黑夜，你要相信，时光看得见你的每一份努力。看似波澜不惊的日复一日，一定会在来天让你看见努力的意义。希望日夜兼程的你，在考场上满满努力不留遗憾。




冯晓宇 “矛盾有普遍性和特殊性，形成自己的学习节奏”






班级：人工智能学院物联网工程
3
班

录取院校：西安邮电大学

感悟心得

备考期间，我平均每天学习时间为
10
小时左右，在英语上，前期以牢记单词和掌握阅读技巧为主，后期以作文背诵为主；数学前期通过基本概念的掌握和做题来形成自己的知识体系，后期通过做模拟卷和往年真题来继续查漏补缺；专业课前期以基本知识学习和课后题为主，后期通过历年真题来熟悉考察题型。矛盾具有特殊性和普遍性，每一个人的起点不同，这就需要我们在备考过程中形成自己的知识体系以及学习节奏。而每个人的考研之路也都存在一定的相似之处，所以也可以适当参考借鉴一些经验分享。



任常江：“脚踏实地，相信自己”







班级：人工智能学院物联网工程
2
班

录取院校：广西民族大学

感悟心得

半年多的备考时间，每天的早出晚归、三点一线，每天按照自己的计划进行学习和复习。脚踏实地，不抱怨，不浮躁，远离手机和不必要的社交，相信自己，你付出的努力都会得到回报的。希望学弟学妹们要有正确的选择，正确的选择可以让你事半功倍。选取良好的学习方法，好的学习方法可以提高学习效率，坚持不懈持之以恒努力下去，你定会有所回报。







组稿
︱
张梦玥


编发
︱刘太山

",,149,https://www.suet.edu.cn/info/1026/1256.htm
【考研学子风采展（五）】交通学院学子：念念不忘，必有回响, 发布时间: 2023-05-23,"
交通学院 常富堂 录取院校 大连海洋大学










学习需要快乐地投入。比如周一到周五集中全副精力好好学习，周六周日可以适量运动放松一下，劳逸结合，学习过程会有很多压力，遭遇挫折时，要保持稳定良好的心态。远离让你内耗的人与事，会有失去，但是成长的代价就是去经历挫折，体验生活的苦乐。每天充实学习的日子是最值得回忆的。每个人的内心都有一份信仰，这份信仰作为一种精神支撑我们，当遇到困难和挫折时，是这份信仰给了我们力量。备考的过程很艰难，支撑我们坚定不移走下去的就是一种精神，一种锲而不舍、百折不挠的信仰与精神。




交通学院 朱日宁 录取院校 临沂大学










备考之路持续了将近一年，这段时光里，一直都在低头赶路，不管经历多少迷茫彷徨，我都想跨过山海，看更好的风景。虽然过程曲折，好在结局美丽。所以，那些你努力学习的瞬间，你熬过的夜，终会化成点点星光，照亮未来的路。也非常感谢学校老师以及朋友们在这一段时间里给予的鼓励和支持。念念不忘，必有回响。



交通学院 邓宝超 录取院校 西南林业大学










考研经历，历历在目。感谢这一段艰难而又充满力量的难忘岁月，使我有了坚强的品质，热爱的所在，所以我才不会孤单。考研是一段沉默的时光，一段付出了努力和汗水，不抱怨、不诉苦、过后想起来自己都被感动的时光。那些看似不显山漏水的坚持，静静地发现，都有着无法细数的刻度。不要害怕失败，而应当更多的去期待成功。



交通学院 齐韶杰 录取院校 山东交通学院








拒绝安逸，你只管努力努力再努力，其余的交给时间。考研这个词，意味着坚持，意味着不要轻易放弃，一路向前，终会见到黎明的曙光。你的自信从不止步，毅力令人折服，勤奋镌刻一路，优秀有目共睹。少年的书桌上，没有虚度的光阴，不要把时间用来迷茫，那些闪闪发光的日子里，你走过的每一段路，其实都是必经之路。现在回想在最初的地方，有一个最原来的我。什么都不能阻挡梦想的脚步，学会让梦想每天壮大一点点。你要记住的是，你永远都无法借别人的翅膀，飞上自己的天空。



交通学院 王逊 录取院校 重庆三峡学院










勇敢追梦吧，在人生道路上奋力奔跑，不虚度光阴奋力燃烧，无需找什么借口，拼搏的身影就在自己日复一日的努力坚持中闪烁光辉。枯燥的学习中不乏精彩，只是有时候，我们的思绪总是放在那些不带来一丝光亮的的纷扰中。学习要加，骄傲要减，机会要乘，懒惰要除，只有启程，只有拼搏，才会有风景，才会到达理想目的地，才会获得辉煌的成功。








组稿︱宋志强


编发︱刘太山

",,150,https://www.suet.edu.cn/info/1026/1252.htm
【考研学子风采展（六）】数字财金学院学子：站在你所热爱的世界里闪闪发光, 发布时间: 2023-05-30,"
常根硕：开始行动，去做你热爱的事情








班级：数字财金学院
19
财管本
2

录取院校：新疆大学


感悟心得


英语应当在平时多多积累，从开始备考到考研结束背记单词是要一直坚持的事情。阅读，我比较推崇于积累好词好句。管综分为数学、逻辑和写作，学习时注重强化基础练习。对于作文，逻辑结构是重点，点题言简意赅，直奔主题。追风赶月莫停留，平芜尽处是春山。从懵懂青涩的少年到朝气蓬发的青年，我的每一份画卷精彩都在此描绘书写，聚合成绚烂的大学时光。遇到一群志同道合的同学，在风华正茂的年纪，信守坚持的力量，乘风破浪，披荆斩棘，开始行动，去做你热爱的事情，你终会迎来美好的未来。



王思维：只要你想赢，就没人能让你输！









班级：数字财金学院
19
会计本
4


录取院校：曲阜师范大学


感悟心得


这段时光里，一直都在低头赶路，不管经历多少迷茫彷徨，曲折过程，好在结局美丽。所以，那些熬过的夜，终会化成点点星光，照亮未来的路。付出的努力也许和当下的成绩不成正比，但所有的弯路都有它的意义，黑夜过后，总会迎来自己的灿烂星空。考研这条路确实承载不了所有人的梦想，但是只要你想赢，就没人能让你输！



于华文：没有横空出世的幸运，只有不为人知的努力









班级：数字财金学院
2019
级


录取院校：天津科技大学



感悟心得


考研是艰苦战，是身心的双重考验。考研也是一场持久战，只要能坚持到最后，就是赢家。关于考研我也有一点点感悟，希望能帮助到大家。考研期间要保持良好的心态；时间上要有规划，每天按照计划学习；要自信，有勇气相信自己；在拥有成功信念的同时不惧怕失败，敢于面对失败；每个人都有自己的学习方式，选择适合自己的，保持最佳学习状态；考研期间三餐要规律，一定要吃早饭，多喝水，冬天学习的时候要注意保暖。没有横空出世的幸运，只有不为人知的努力。所有的梦想都会随着时间的推移成为现实。



杨柳：握住平日里日积月累的努力









班级：数字财金学院
19
会计本
2


录取院校：新疆财经大学


感悟心得


考研这条路并不容易，要比别人下很大的功夫去学习，但只有日积月累的努力，就会有厚积薄发的可能。那些你为了走路，低头不语的日子会成为璀璨的星光，点亮你的未来。



张倩：站在你所热爱的世界里闪闪发光









班级：数字财金学院
19
级财管本

录取院校：鲁东大学


感悟心得


备考期间我会先制定周期性计划，比如在第一个周期完成专业课一轮的学习，第二周期加入英语和政治的学习等，并在此基础上划分月计划。在专业课的学习上，从最初的白纸默写到最后冲刺阶段的录音背诵，一定要多背，直至背熟。一开始会有彷徨，会怀疑自己的能力，在冲刺时会担心自己没有准备好，但是无论怎样都要坚持，坚持下去，相信自己，一定要站在你所热爱的世界里闪闪发光。







组稿︱万倩倩

编发︱刘太山

",,150,https://www.suet.edu.cn/info/1026/1245.htm
这场读书讲座，带给你什么？, 发布时间: 2023-06-02,"
思想碰撞智慧火花，激发校园读书热潮。
6
月
1
日，一场“读书与修身”的专场讲座燃起了当代大学生的梦想，仅能容纳几百人的讲堂内座无虚席，连走廊两侧、坐席后排都站满了前来学习听讲的大学生。讲座邀请潍坊医学院人文艺术教育中心主任马永安教授主讲，
督学吴倩连同几百名大学生参加讲座，图书馆副馆长颜丽蓉主持讲座。










适逢六一，“祝大家节日快乐”的开场白，赢得广大师生会心一笑。轻松愉快的氛围中，马永安教授开始了“为什么提倡读书、我们为什么读书、我们要读什么书、我们要怎样读书”的知识分享。结合多年投身人文艺术教育、著述创作的人生感悟，马永安以多维的视角、严谨的精神、真挚的语言旁征博引，带领广大师生走进文学世界，品读美文佳作，时不时激发起阵阵热情的掌声。






提倡读书就是提升自我。从当前需引起重视和反思的许多社会现象话题入手，马永安教授提出，“我们首先是社会的‘人’，然后才是
CEO
、记者、教师、学生、医生、工人……我们应当构筑完善的品格和独立的精神，努力做到有格调、品位、情怀和境界。”






读书，是为了遇见更好的自己。马永安从解读“关键词‘人文精神’”导入，对人的尊严、价值、命运的维护、追求和关切，对一种全面发展的理想人格的肯定和塑造的人文学科要义加以阐述，指出人文学科是集中表现人文精神的知识培育体系，它关注的是人类价值和精神表现，进而提出读书的三重境界：见自我、见天地、见众生。







读经典的书，做有根的人。围绕读什么书，马永安对“开卷有益”作了重新界定，区分“有用之书”和“无用之书”，杜绝“急功近利”，攀登精神的喜马拉雅，经典阅读是最稳妥的选择。“我们要打开怎样的阅读视野呢”，马永安从重新审视几个熟悉的词汇出发，比如知识、文化、教育，谈及要摆脱知识焦虑，静心读书思考，培养怀疑精神和独立思考（拒绝被替代思考）能力，关注内心，享受知识、文化、美感等阅读感受的滋润。








读书能让你眼神生动，读书能让你眼中的世界多姿多彩，读书能让你成为一个大写的人。督学吴倩发言倡导同学们要多读书，善读书，读好书，丰盈精神世界，涵养生命气象。






据悉，马永安系潍坊医学院人文艺术教育中心主任，作家、策划人、编导，
2008
年被授予潍坊市杰出文化工作者（潍坊市“百名文化名人”）。著有长篇小说《杂碎》《画都》（山东省齐鲁优秀文化传承创新重点工程项目），长篇报告文学《留住青山绿水》、音乐故事集《有没有一首歌曾让你泪流满面》、散文集《心归何处》（合著）等，文学作品曾获得山东省委宣传部、省作协“中国梦”长篇文学作品征集三等奖及风筝都文艺奖等。多次出任潍坊国际风筝会总撰稿，连续
20
多年担任包括春节晚会在内的各类大型活动的总策划、总撰稿，曾受邀担任中广协全国电视文艺百家奖和春晚奖颁奖晚会总撰稿，中华诵全国夏令营闭营式晚会总策划、总撰稿，山东省纪念建党
90
周年、“庆国庆迎十八大”、
2018
齐鲁最美教师颁奖典礼等大型晚会的策划和总撰稿。策划撰稿的大型晚会多次获得国家级、省级大奖，创作的作品曾获全国广播文艺专家奖一等奖，全国电视文艺 “最佳作词奖”（歌曲被央视五四晚会采用）和“最佳语言类节目奖”等奖项。




撰稿︱崔文娟


图片︱
李 泽


编发︱刘太山








",,151,https://www.suet.edu.cn/info/1026/1236.htm
